asset_id	category	owner_id	display_name	deliverable	lod0_tri	lod1_tri	lod2_tri	bones_max	materials_max	source_texture	priority	status
CHR_H011_BUNDLE	HERO_3D	H011	哪吒	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
CHR_H012_BUNDLE	HERO_3D	H012	六耳猕猴	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
CHR_H013_BUNDLE	HERO_3D	H013	大鹏雕	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
CHR_H014_BUNDLE	HERO_3D	H014	白骨精	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
CHR_H015_BUNDLE	HERO_3D	H015	猪八戒	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
CHR_H016_BUNDLE	HERO_3D	H016	白龙马	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
CHR_H017_BUNDLE	HERO_3D	H017	青狮怪	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
CHR_H018_BUNDLE	HERO_3D	H018	牛魔王	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
CHR_H019_BUNDLE	HERO_3D	H019	独角兕大王	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
CHR_H020_BUNDLE	HERO_3D	H020	黄眉老祖	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
CHR_H021_BUNDLE	HERO_3D	H021	金角大王	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
CHR_H022_BUNDLE	HERO_3D	H022	银角大王	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
CHR_H023_BUNDLE	HERO_3D	H023	黄袍怪	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
CHR_H024_BUNDLE	HERO_3D	H024	虎力大仙	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
CHR_H025_BUNDLE	HERO_3D	H025	鹿力大仙	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
CHR_H026_BUNDLE	HERO_3D	H026	文殊菩萨	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
CHR_H027_BUNDLE	HERO_3D	H027	普贤菩萨	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
CHR_H028_BUNDLE	HERO_3D	H028	镇元大仙	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
CHR_H029_BUNDLE	HERO_3D	H029	如来佛祖	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
CHR_H030_BUNDLE	HERO_3D	H030	观音菩萨	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
CHR_H031_BUNDLE	HERO_3D	H031	托塔李天王	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
CHR_H032_BUNDLE	HERO_3D	H032	唐僧	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
CHR_H033_BUNDLE	HERO_3D	H033	沙和尚	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
CHR_H034_BUNDLE	HERO_3D	H034	黑熊精	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
CHR_H035_BUNDLE	HERO_3D	H035	白象精	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
CHR_H036_BUNDLE	HERO_3D	H036	灵感大王	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
CHR_H037_BUNDLE	HERO_3D	H037	羊力大仙	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
CHR_H038_BUNDLE	HERO_3D	H038	赛太岁	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3500	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
ICO_ACT_H001	SKILL_ICON	H001	芭蕉风墙	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H002	SKILL_ICON	H002	三昧火墙	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H003	SKILL_ICON	H003	盘丝阵	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H004	SKILL_ICON	H004	倒马毒	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H005	SKILL_ICON	H005	金光	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H006	SKILL_ICON	H006	毒雾	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H007	SKILL_ICON	H007	三昧神风	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H008	SKILL_ICON	H008	八卦炉火	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H009	SKILL_ICON	H009	大闹天宫	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H010	SKILL_ICON	H010	天眼	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H011	SKILL_ICON	H011	风火轮	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H012	SKILL_ICON	H012	六耳幻身	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H013	SKILL_ICON	H013	金翅俯击	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H014	SKILL_ICON	H014	借尸还魂	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H015	SKILL_ICON	H015	九齿钉耙	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H016	SKILL_ICON	H016	龙马奔腾	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H017	SKILL_ICON	H017	狮吼	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H018	SKILL_ICON	H018	旋风	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H019	SKILL_ICON	H019	金刚琢	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H020	SKILL_ICON	H020	石罗汉	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H021	SKILL_ICON	H021	紫金葫芦	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H022	SKILL_ICON	H022	砸钱	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H023	SKILL_ICON	H023	缠身	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H024	SKILL_ICON	H024	虎箭	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H025	SKILL_ICON	H025	鹿血	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H026	SKILL_ICON	H026	定慧诀	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H027	SKILL_ICON	H027	行愿	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H028	SKILL_ICON	H028	袖里乾坤	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H029	SKILL_ICON	H029	五行山	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H030	SKILL_ICON	H030	甘露	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H031	SKILL_ICON	H031	宝塔	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H032	SKILL_ICON	H032	袈裟	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H033	SKILL_ICON	H033	流沙	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H034	SKILL_ICON	H034	黑风罩	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H035	SKILL_ICON	H035	象鼻缚	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H036	SKILL_ICON	H036	冻河	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H037	SKILL_ICON	H037	羊灵之光	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_H038	SKILL_ICON	H038	迷烟	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_D1	SKILL_ICON	D1	钩锁	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_D3	SKILL_ICON	D3	雷击	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_D4	SKILL_ICON	D4	变羊	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_D6	SKILL_ICON	D6	闪现	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_D7	SKILL_ICON	D7	潜行	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_D9	SKILL_ICON	D9	箭雨	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_D10	SKILL_ICON	D10	电链	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_D11	SKILL_ICON	D11	轮盘	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_D12	SKILL_ICON	D12	标记	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_D13	SKILL_ICON	D13	换位	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_D14	SKILL_ICON	D14	回溯	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_D15	SKILL_ICON	D15	妙手空空	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_D16	SKILL_ICON	D16	聚财	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_D17	SKILL_ICON	D17	连赏	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_D18	SKILL_ICON	D18	淘金狂热	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_D19	SKILL_ICON	D19	豆兵	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_D20	SKILL_ICON	D20	陷阱	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_D21	SKILL_ICON	D21	冰棺	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_ACT_D22	SKILL_ICON	D22	铁布衫	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B01	SKILL_ICON	B01	被动B01	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B02	SKILL_ICON	B02	被动B02	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B03	SKILL_ICON	B03	被动B03	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B04	SKILL_ICON	B04	被动B04	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B05	SKILL_ICON	B05	被动B05	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B06	SKILL_ICON	B06	被动B06	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B07	SKILL_ICON	B07	被动B07	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B08	SKILL_ICON	B08	被动B08	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B09	SKILL_ICON	B09	被动B09	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B10	SKILL_ICON	B10	被动B10	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B11	SKILL_ICON	B11	被动B11	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B12	SKILL_ICON	B12	被动B12	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B13	SKILL_ICON	B13	被动B13	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
