工程字段	唯一值 / 执行语义
instances[5].windows_s_half_open[2].open_inclusive_s	465
instances[5].windows_s_half_open[2].end_exclusive_s	645
instances[5].windows_s_half_open[3].open_inclusive_s	645
instances[5].windows_s_half_open[3].end_exclusive_s	840
instances[5].window_event	RELOCATE_AND_ROLL_NEW_LISTING_AT_OPEN
land_inventory.white_non_shoe_slots	5
land_inventory.white_draw	LIST_ALL_FIVE_ONCE_EACH
land_inventory.blue_non_shoe_slots	3
land_inventory.blue_draw	FISHER_YATES_SHOP_RNG_OVER_ID_ASC_THEN_TAKE_FIRST_3_WITHOUT_REPLACEMENT
land_inventory.purple_non_shoe_slots_max	1
land_inventory.purple_slot_probability	0.7
land_inventory.purple_draw	ON_SUCCESS_FILTER_BY_ROTATION_CONTEXT_THEN_FISHER_YATES_SHOP_RNG_OVER_ID_ASC_AND_TAKE_FIRST_1
land_inventory.gem_count	3
land_inventory.purple_context_filter.P10	ELIGIBLE_ONLY_IF_HEISHAN_SERVICE_OPEN_AT_ROTATION_OPEN_TICK
land_inventory.purple_context_filter.filter_before_uniform_draw	是
land_inventory.purple_context_filter.excluded_item_does_not_cancel_successful_purple_slot	是
shoe_inventory.white_shoe_slots	1
shoe_inventory.white_draw	W3_ONCE
shoe_inventory.blue_shoe_slots	2
shoe_inventory.blue_draw	FISHER_YATES_SHOP_RNG_OVER_B12_B13_B14_THEN_TAKE_FIRST_2_WITHOUT_REPLACEMENT
shoe_inventory.purple_shoe_slots_max	1
shoe_inventory.purple_slot_probability	0.4
shoe_inventory.purple_draw	ON_SUCCESS_UNIFORM_ONE_OF_P15_P16_P17_P18_USING_SHOP_RNG
shoe_inventory.equipment_shelf_only_sells_shoes	是
shoe_inventory.instant_consumables_are_separate_shelf	是
consumables.CLAIRVOYANCE.duration_s	10
consumables.CLAIRVOYANCE.base_vision_m	30
consumables.CLAIRVOYANCE.boosted_vision_m	45
consumables.CLAIRVOYANCE.exact_active_shop_locations	是
consumables.CLAIRVOYANCE.reveal_invisibility	否
consumables.CLAIRVOYANCE.walls_block	是
consumables.DEMON_MIRROR.duration_s	3
consumables.DEMON_MIRROR.radius_m	20
consumables.DEMON_MIRROR.reveal_invisibility	是
consumables.DEMON_MIRROR.walls_block	是
consumables.DEMON_MIRROR.fushi_does_not_block	是
taibai.price	1500
taibai.service_cooldown_s	120
taibai.pvp_out_of_combat_s	5
taibai.channel_s	3
taibai.new_exclusive_ready	是
taibai.same_hero_allowed	是
taibai.choice_locked_at_channel_start	是
taibai.movement_allowed_within_shop_tether	是
taibai.tether_radius_m	3
taibai.leave_tether	CANCEL_NO_GOLD_NO_COOLDOWN
taibai.player_owned_positive_damage_interrupts	是
taibai.monster_or_storm_damage_does_not_interrupt	是
taibai.commit_order	REVALIDATE_ALIVE_SHOP_OPEN_TETHER_OUT_OF_PVP_AND_COOLDOWN / DEDUCT_CONFIGURED_TAIBAI_PRICE / START_120S_SERVICE_COOLDOWN / CLEAR_OLD_ACTIVE_OWNER_BOUND_ENTITIES / SWAP_HERO_BODY_AND_ELEMENT / PRESERVE_HP_PERCENT_FLOOR_MIN_ONE / PRESERVE_LEVEL_XP_GOLD_PASSIVES_GEMS_EQUIPMENT_PERMANENT_LAYERS_AND_ALL_RUNNING_STATUS_TIMERS / REPLACE_CURRENT_ACTIVE_WITH_NEW_HERO_EXCLUSIVE_AND_SET_READY / COMMIT_LEDGER
taibai.interrupted_before_commit	NO_GOLD_NO_COOLDOWN_NO_SWAP
taibai.duplicate_request	RETURN_IDEMPOTENT_RESULT
terminal_shops	LAND_A / TAIBAI
close_all_when_safe_radius_zero	是
placement_policy.rng_stream	SHOP
placement_policy.same_type_min_nav_path_distance_m	100
placement_policy.different_active_shop_macros	REQUIRED_EXCEPT_TERMINAL_LAND_A_AND_TAIBAI_PAIR
placement_policy.dynamic_solid_cannot_occupy_interaction_pad	是
placement_policy.fallback	KEEP_OLD_ONLY_IF_STILL_FULLY_LEGAL / OTHERWISE_CLOSE_AND_SHOW_RELOCATING / RETRY_EVERY_5S
placement_policy.terminal_side_assignment	RANDOM_PERMUTATION_OF_TWO_FINAL_SHOP_POINTS_USING_SHOP_RNG
placement_policy.at_safe_radius_zero	PERMANENT_CLOSE_PRE_TICK_GATE
placement_policy.terminal_pair_exception.eligible_instances	LAND_A / TAIBAI
placement_policy.terminal_pair_exception.starts_at	OPEN_OF_THEIR_FINAL_WINDOW
placement_policy.terminal_pair_exception.must_use_two_distinct_points_in_same_final_court	是
placement_policy.terminal_pair_exception.point_nav_distance_m_range	35 / 45
placement_policy.terminal_pair_exception.boss_center_min_distance_m	25
placement_policy.terminal_pair_exception.clear_radius_m	6
placement_policy.terminal_pair_exception.same_type_distance_rule_still_applies	是
rotation_transaction.window_semantics	HALF_OPEN_OPEN_INCLUSIVE_END_EXCLUSIVE
rotation_transaction.at_end_tick	PRE_TICK_CLOSE_OLD_INSTANCE_VERSION_BEFORE_INPUT_VALIDATION
rotation_transaction.uncommitted_request_at_or_after_end_tick	REJECT_STALE_VERSION_NO_GOLD_OR_INVENTORY_CHANGE
rotation_transaction.server_receive_before_end_does_not_reserve_or_guarantee_commit	是
rotation_transaction.new_location_and_listing	ONE_ATOMIC_SCHEDULED_WORLD_EVENT_FOR_NEW_WINDOW
concurrency.maximum_concurrent	6
concurrency.open_count_is_derived_from_half_open_windows	是
concurrency.no_gap_between_adjacent_windows_of_same_instance	是
type_eligible_macros.LAND	ALL_LEGAL_SHOP_MACROS
type_eligible_macros.SHOE	ALL_LEGAL_SHOP_MACROS
type_eligible_macros.TAIBAI[0].namespace	MAP_SHOP_MACRO
type_eligible_macros.TAIBAI[0].id	MAP_SHOP_MACRO_02
type_eligible_macros.TAIBAI[1].namespace	MAP_SHOP_MACRO
type_eligible_macros.TAIBAI[1].id	MAP_SHOP_MACRO_03
type_eligible_macros.TAIBAI[2].namespace	MAP_SHOP_MACRO
type_eligible_macros.TAIBAI[2].id	MAP_SHOP_MACRO_06
type_eligible_macros.TAIBAI[3].namespace	MAP_SHOP_MACRO
type_eligible_macros.TAIBAI[3].id	MAP_SHOP_MACRO_07
type_eligible_macros.TAIBAI[4].namespace	MAP_SHOP_MACRO
type_eligible_macros.TAIBAI[4].id	MAP_SHOP_MACRO_10
type_eligible_macros.TAIBAI[5].namespace	MAP_SHOP_MACRO
type_eligible_macros.TAIBAI[5].id	MAP_SHOP_MACRO_11
type_eligible_macros.TAIBAI[6].namespace	MAP_SHOP_MACRO
type_eligible_macros.TAIBAI[6].id	MAP_SHOP_MACRO_14
type_eligible_macros.HEISHAN	ALL_LEGAL_NON_FINAL_SHOP_MACROS
placement_draw.legal_filters	NOT_IN_STORM_NOW / SAFE_FOR_MIN_WINDOW_REMAINING_OR_120S / DIFFERENT_MACRO_FROM_OTHER_ACTIVE_SHOP_UNLESS_TERMINAL_PAIR_EXCEPTION / SAME_TYPE_NAV_DISTANCE_GTE_100M / INTERACTION_PAD_CLEAR
placement_draw.draw	ONE_INTEGER_WEIGHTED_DRAW_SHOP_STREAM_OVER_MICRO_POINT_ID_ASC
placement_draw.no_legal	KEEP_OLD_ONLY_IF_LEGAL_ELSE_CLOSE_RELOCATING_AND_RETRY_EVERY_5S
placement_draw.no_hidden_retry_draw_consumption	是
placement_draw.weight_formula.base_weight	1000
placement_draw.weight_formula.living_player_within_radius_m	120
placement_draw.weight_formula.weight_per_living_player	250
placement_draw.weight_formula.maximum_weight	3000
sell_service.equipment_shop_types	LAND / SHOE
sell_service.equipment_accepted	ANY_OWNED_EQUIPMENT_FROM_WORN_OR_HAND
sell_service.equipment_base_price	READ_ITEM_INSTANCE_EQUIPMENT_REF_SELL_PRICE_FROM_EQUIPMENT_RUNTIME
sell_service.equipment_final_price	APPLY_SCAVENGER_PASSIVE_TO_BASE_ONCE
sell_service.skill_gem.accepted_shop_types	LAND
sell_service.skill_gem.price_each	100
sell_service.skill_gem.deduct_from_hud_bank	1
sell_service.sold_equipment_instance	DESTROY; NEVER_RESTOCK
sell_service.purple_gold_confirm	是
sell_service.atomic	是
terminal_land_restock.inventory	ROLL_ONE_FULL_LAND_INVENTORY_USING_NORMAL_PROBABILITIES
terminal_land_restock.periodic_rotation_after	否
terminal_land_restock.no_global_quota_reset_because_no_additional_global_quota_exists	是
terminal_land_restock.at	LAND_A_FINAL_WINDOW_OPEN_INCLUSIVE
terminal_shop_close	SAFE_RADIUS_ZERO_PRE_TICK_GATE; NO_LITERAL_TIME_AUTHORITY
inventory_draw_contract.authority	§12.3及§E.17商店规则
inventory_draw_contract.independent_per_instance_and_rotation	是
inventory_draw_contract.duplicate_within_one_listing	否
inventory_draw_contract.duplicate_across_instances_or_rotations	是
inventory_draw_contract.all_draw_candidates_sorted_by_id_before_rng	是
inventory_draw_contract.one_probability_draw_before_optional_purple_selection	是
inventory_draw_contract.no_additional_global_item_gem_or_quality_caps	是
stock_transaction.one_slot_is_one_unique_virtual_listing_instance	是
stock_transaction.opening_ui_does_not_reserve	是
stock_transaction.purchase_commit	ATOMIC_VALIDATE_HALF_OPEN_WINDOW_INSTANCE_VERSION_LISTING_STOCK_GOLD_LIFE_DISTANCE_LOS_PVP_AND_DESTINATION_THEN_APPLY
stock_transaction.simultaneous_purchase	SERVER_RECEIVE_SEQUENCE_WINS
stock_transaction.sold_out	REMAIN_EMPTY_UNTIL_NEXT_ROTATION
stock_transaction.unsold_on_rotation	DESTROY_VIRTUAL_LISTING_ONLY; NEVER_DESTROY_PLAYER_OR_GROUND_EQUIPMENT
stock_transaction.listing_version_fields	shop_instance_id / instance_version / rotation_open_server_tick / listing_instance_id / remaining_stock
stock_transaction.disconnect_or_reconnect	CLIENT_RELOADS_AUTHORITATIVE_LISTING_VERSION; STALE_PURCHASE_REQUEST_REJECTED_WITH_NO_GOLD_CHANGE
stock_transaction.inventory_full	REQUIRE_EXPLICIT_REPLACE_OR_GROUND_DROP_SELECTION; LISTING_NOT_RESERVED_WHILE_MODAL_OPEN
stock_transaction.inventory_full_commit_order	LOCK_SHOP_LISTING_PLAYER_AND_SELECTED_OLD_ITEM_IF_ANY / REVALIDATE_LISTING_AND_GOLD / REVALIDATE_SELECTED_DROP_OR_REPLACE_TARGET_STILL_OWNED / DEDUCT_GOLD_AND_DECREMENT_LISTING_IN_SAME_COMMIT / ADD_PURCHASED_ITEM_TO_SELECTED_DESTINATION / DROP_OLD_ITEM_PUBLIC_AT_NEAREST_LEGAL_GROUND_IF_DROP_SELECTED_OR_DESTROY_ONLY_IF_EXPLICIT_REPLACE_SELECTED / COMMIT_LEDGER
stock_transaction.listing_lost_while_modal_open	ABORT_WITHOUT_DROPPING_OR_DESTROYING_OLD_ITEM_AND_WITHOUT_GOLD_CHANGE
stock_transaction.skill_gem_purchase_at_all_passives_level5	REJECT_AND_LEAVE_STOCK_UNCHANGED
consumable_stock_per_equipment_shop_rotation.CLAIRVOYANCE	1
consumable_stock_per_equipment_shop_rotation.DEMON_MIRROR	1
full_match_listing_capacity.white_equipment	58
full_match_listing_capacity.blue_equipment	46
full_match_listing_capacity.purple_equipment_expected	10.2
full_match_listing_capacity.purple_equipment_minimum	0
full_match_listing_capacity.purple_equipment_maximum	18
full_match_listing_capacity.skill_gems	30
full_match_listing_capacity.clairvoyance	18
full_match_listing_capacity.demon_mirror	18
full_match_listing_capacity.capacity_is_listing_not_guaranteed_purchase	是
full_match_listing_capacity.non_operational_derived_summary	是
price_authorities.equipment_buy_and_sell	§8装备规则*].buy_price_and_sell_price
price_authorities.hero_draft_reroll	§2及附录A英雄成长规则
price_authorities.taibai_swap	§12.3及§E.17商店规则
price_authorities.skill_gem_buy	250
price_authorities.clairvoyance_buy	300
price_authorities.demon_mirror_buy	500
price_authorities.skill_gem_sell_at_land_only	100
deterministic_listing_draw_contract.rng_consumer_order_for_same_tick	LAND_A / LAND_B / SHOE_A / SHOE_B
deterministic_listing_draw_contract.candidate_sort	ITEM_ID_ASC_BEFORE_FISHER_YATES
deterministic_listing_draw_contract.independent_finite_bag_between_instances	否
deterministic_listing_draw_contract.anti_repeat_across_windows	否
deterministic_listing_draw_contract.duplicates_across_instances_or_windows	是
terminal_migration_event.event_id	TERMINAL_SHOP_PAIR_WINDOW_OPEN
interaction.radius_m	2.5
interaction.direct_line_of_sight_required	是
interaction.legal_life_state	ALIVE
interaction.generic_shop_pvp_out_of_combat_s	3
interaction.pvp_combat_timestamp_event	POSITIVE_HP_OR_SHIELD_DAMAGE_DEALT_OR_RECEIVED_FROM_PLAYER_OWNED_SOURCE
interaction.monster_or_storm_damage_does_not_set_pvp_combat_timestamp	是
interaction.opening_or_staying_in_ui_grants_no_safety	是
taibai.same_hero_swap.active_result	KEEP_CURRENT_ACTIVE_ID_AND_REMAINING_COOLDOWN; CLEAR_UNCOMMITTED_CAST_PREVIEW_ONLY
taibai.different_hero_swap.active_result	REPLACE_WITH_NEW_HERO_EXCLUSIVE_ACTIVE_AND_SET_READY
listing_refresh.minimum_remaining_open_time_s	90
listing_refresh.short_final_remainder	MERGE_WITH_PREVIOUS_WINDOW; KEEP_LOCATION_AND_UNSOLD_STOCK; NO_NEW_RNG_DRAW
