工程字段	唯一值 / 执行语义
control_stacking.damage_reduction	MULTIPLICATIVE_REMAINING_UNLESS_EXPLICIT_FIXED
control_stacking.silence	BLOCK_ACTIVE_CAST_START; DOES_NOT_CANCEL_ALREADY_COMMITTED_INSTANT_CAST
control_stacking.root	BLOCK_TRANSLATION_AND_DASH; BASIC_AND_ACTIVE_CASTS_STILL_ALLOWED_UNLESS ALSO_SILENCED
control_stacking.invulnerable	DAMAGE_ZERO; TARGETABILITY_PRESERVED_UNLESS SKILL SAYS OTHERWISE
control_stacking.forced_movement_into_solid	STOP_AT_LAST_LEGAL_CAPSULE_POSITION
control_stacking.hard_control_taxonomy.hard_reducible	STUN / FREEZE / PETRIFY / ROOT / FEAR / TRANSFORM / KNOCKUP
control_stacking.hard_control_taxonomy.soft_not_reduced_by_P18	SLOW / SILENCE
control_stacking.hard_control_taxonomy.immunity_and_cleanse_are_not_duration_resistance	是
control_stacking.target_duration_resistance	SAME_CATEGORY_TAKE_STRONGEST_LOWEST_MULTIPLIER; NEVER_MULTIPLY
control_stacking.duration_resolution_order	IF_IMMUNE_OR_CLEANSED_THEN_ZERO_ELSE_MAX(EFFECT_MINIMUM,(BASE_PLUS_SOURCE_FLAT_EXTENSION)*TARGET_STRONGEST_MULTIPLIER)
control_stacking.forced_movement_resistance	SAME_CATEGORY_TAKE_STRONGEST_LOWEST_MULTIPLIER; B4_AND_P18_NEVER_MULTIPLY
control_stacking.control_application_snapshot	SOURCE_EXTENSION_AND_TARGET_RESISTANCE_SNAPSHOT_AT_APPLICATION; UNEQUIP_DOES_NOT_RETROACTIVELY_CHANGE_RUNNING_CONTROL
damage_pipeline	VALIDATE_TYPED_SOURCE_TARGET_LIFE_AND_CAST_OR_IMPACT_REQUIREMENTS / RESOLVE_PROJECTILE_OR_SHAPE_COLLISION / RESOLVE_FULL_IMMUNITY_DODGE_AND_BLOCK_IF_ELIGIBLE / CALCULATE_FIXED_PLUS_CURRENT_ATTRIBUTE_COEFFICIENT_Q4 / APPLY_CRITICAL_IF_ELIGIBLE / APPLY_SOURCE_CONDITIONAL_AMPLIFIERS / APPLY_BIDIRECTIONAL_ELEMENT_IF_RULE_REQUIRES / APPLY_TARGET_PERCENT_REDUCTION_UNLESS_DAMAGE_FORM_BYPASSES / APPLY_TARGET_FIXED_REDUCTION_UNLESS_DAMAGE_FORM_BYPASSES / CLAMP_POSITIVE_NONIMMUNE_DAMAGE_TO_MINIMUM_ONE / ABSORB_SHIELDS_NEWEST_FIRST / COMMIT_INTEGER_HP_DAMAGE / RUN_POST_DAMAGE_AND_LETHAL_TRANSACTION / APPEND_LEDGER_REPLAY_ANALYTICS
damage_forms.BASIC.crit	是
damage_forms.BASIC.element	是
damage_forms.BASIC.percent_reduction	是
damage_forms.BASIC.fixed_reduction	是
damage_forms.BASIC.shieldable	是
damage_forms.BASIC.invulnerability_blocks	是
damage_forms.BASIC.positive_nonimmune_minimum_one	是
damage_forms.SKILL.crit	否
damage_forms.SKILL.element	是
damage_forms.SKILL.percent_reduction	是
damage_forms.SKILL.fixed_reduction	是
damage_forms.SKILL.shieldable	是
damage_forms.SKILL.invulnerability_blocks	是
damage_forms.SKILL.positive_nonimmune_minimum_one	是
damage_forms.DOT.crit	否
damage_forms.DOT.element	是
damage_forms.DOT.percent_reduction	是
damage_forms.DOT.fixed_reduction	否
damage_forms.DOT.shieldable	是
damage_forms.DOT.invulnerability_blocks	是
damage_forms.DOT.positive_nonimmune_minimum_one	是
damage_forms.PERCENT.crit	否
damage_forms.PERCENT.element	否
damage_forms.PERCENT.percent_reduction	是
damage_forms.PERCENT.fixed_reduction	否
damage_forms.PERCENT.shieldable	是
damage_forms.PERCENT.invulnerability_blocks	是
damage_forms.PERCENT.positive_nonimmune_minimum_one	是
damage_forms.REFLECT.crit	否
damage_forms.REFLECT.element	否
damage_forms.REFLECT.percent_reduction	是
damage_forms.REFLECT.fixed_reduction	否
damage_forms.REFLECT.shieldable	是
damage_forms.REFLECT.invulnerability_blocks	是
damage_forms.REFLECT.positive_nonimmune_minimum_one	是
damage_forms.TRUE.crit	否
damage_forms.TRUE.element	否
damage_forms.TRUE.percent_reduction	否
damage_forms.TRUE.fixed_reduction	否
damage_forms.TRUE.shieldable	是
damage_forms.TRUE.invulnerability_blocks	是
damage_forms.TRUE.positive_nonimmune_minimum_one	是
damage_forms.STORM.crit	否
damage_forms.STORM.element	否
damage_forms.STORM.only_reductions	B11 / G3
damage_forms.STORM.shieldable	是
damage_forms.STORM.percent_reduction	否
damage_forms.STORM.fixed_reduction	否
damage_forms.STORM.invulnerability_blocks	是
damage_forms.STORM.positive_nonimmune_minimum_one	是
rounding.formula_internal	SIGNED_INT64_Q4
rounding.hp_commit	ROUND_HALF_AWAY_FROM_ZERO_TO_INTEGER
rounding.gold_formula	FLOOR_TO_INTEGER
rounding.position	ROUND_TO_NEAREST_MILLIMETER_TIES_AWAY_FROM_ZERO
damage_form_required_fields	crit / element / percent_reduction / fixed_reduction / shieldable / invulnerability_blocks / positive_nonimmune_minimum_one
element_rule_resolution.attacker_player_to_target_player	OWNER_ELEMENT_IF_TARGET_HAS_ELEMENT
element_rule_resolution.attacker_player_to_target_pig_or_dragon	OWNER_ELEMENT_IF_TARGET_HAS_ELEMENT
element_rule_resolution.attacker_pig_or_dragon_to_target_player	BIDIRECTIONAL_FIVE_ELEMENT
element_rule_resolution.all_other_monster_or_world_sources	NONE
element_rule_resolution.forms_forced_none	TRUE / PERCENT / REFLECT / STORM
element_rule_resolution.forms_allowed	BASIC / SKILL / DOT
element_rule_resolution.order	DAMAGE_FORM_FORCED_NONE_FIRST_ELSE_SOURCE_TARGET_CLASS_RULE
damage_event_default_fields_by_origin.PLAYER_BASIC.DamageForm	BASIC
damage_event_default_fields_by_origin.PLAYER_BASIC.SourceFaction	PLAYER_OWNED
damage_event_default_fields_by_origin.PLAYER_BASIC.ElementRule	DERIVE_BY_SOURCE_TARGET
damage_event_default_fields_by_origin.PLAYER_BASIC.HitKind	DIRECT
damage_event_default_fields_by_origin.PLAYER_BASIC.OwnerCredit	CASTER
damage_event_default_fields_by_origin.PLAYER_ACTIVE.DamageForm	SKILL
damage_event_default_fields_by_origin.PLAYER_ACTIVE.SourceFaction	PLAYER_OWNED
damage_event_default_fields_by_origin.PLAYER_ACTIVE.ElementRule	DERIVE_BY_SOURCE_TARGET
damage_event_default_fields_by_origin.PLAYER_ACTIVE.HitKind	ABILITY
damage_event_default_fields_by_origin.PLAYER_ACTIVE.OwnerCredit	CASTER
damage_event_default_fields_by_origin.PLAYER_PASSIVE_OR_EQUIPMENT.DamageForm	SKILL
damage_event_default_fields_by_origin.PLAYER_PASSIVE_OR_EQUIPMENT.SourceFaction	PLAYER_OWNED
damage_event_default_fields_by_origin.PLAYER_PASSIVE_OR_EQUIPMENT.ElementRule	DERIVE_BY_SOURCE_TARGET
damage_event_default_fields_by_origin.PLAYER_PASSIVE_OR_EQUIPMENT.HitKind	ABILITY
damage_event_default_fields_by_origin.PLAYER_PASSIVE_OR_EQUIPMENT.OwnerCredit	CASTER
damage_event_default_fields_by_origin.PLAYER_OWNED_SUMMON.DamageForm	SKILL
damage_event_default_fields_by_origin.PLAYER_OWNED_SUMMON.SourceFaction	PLAYER_OWNED
damage_event_default_fields_by_origin.PLAYER_OWNED_SUMMON.ElementRule	DERIVE_BY_SOURCE_TARGET
damage_event_default_fields_by_origin.PLAYER_OWNED_SUMMON.HitKind	ABILITY
damage_event_default_fields_by_origin.PLAYER_OWNED_SUMMON.OwnerCredit	SUMMON_OWNER
damage_event_default_fields_by_origin.MONSTER_BASIC.DamageForm	BASIC
damage_event_default_fields_by_origin.MONSTER_BASIC.SourceFaction	MONSTER
damage_event_default_fields_by_origin.MONSTER_BASIC.ElementRule	ARCHETYPE_BASIC_DAMAGE_SPEC
damage_event_default_fields_by_origin.MONSTER_BASIC.HitKind	DIRECT
damage_event_default_fields_by_origin.MONSTER_BASIC.OwnerCredit	MONSTER
damage_event_default_fields_by_origin.MONSTER_ABILITY.DamageForm	SKILL
damage_event_default_fields_by_origin.MONSTER_ABILITY.SourceFaction	MONSTER
damage_event_default_fields_by_origin.MONSTER_ABILITY.ElementRule	ABILITY_DAMAGE_SPEC
damage_event_default_fields_by_origin.MONSTER_ABILITY.HitKind	ABILITY
damage_event_default_fields_by_origin.MONSTER_ABILITY.OwnerCredit	MONSTER
damage_event_default_fields_by_origin.WORLD_STORM.DamageForm	STORM
damage_event_default_fields_by_origin.WORLD_STORM.SourceFaction	WORLD
damage_event_default_fields_by_origin.WORLD_STORM.ElementRule	NONE
damage_event_default_fields_by_origin.WORLD_STORM.HitKind	ENVIRONMENT
damage_event_default_fields_by_origin.WORLD_STORM.OwnerCredit	WORLD
basic_attack.scheduler	FIXED_POINT_TIME_ACCUMULATOR_Q16_MICROSECONDS
basic_attack.hold_input	STATEFUL_HELD_COMMAND; NOT_ONE_NETWORK_REQUEST_PER_ATTACK
basic_attack.when_interval_lt_tick	ACCUMULATE_AND_COMMIT_MULTIPLE_RELEASES_IN_STABLE_SEQUENCE_WITHIN_TICK
basic_attack.per_tick_event_order	PLAYER_ENTITY_ID / LOCAL_ATTACK_ORDINAL
basic_attack.player_facing_attack_speed_cap	NONE
basic_attack.content_build_assertion	THEORETICAL_MAX_RELEASES_PER_ENTITY_PER_TICK_LTE_8; OTHERWISE CONTENT_BUILD_FAILS
