工程字段	唯一值 / 执行语义
release_candidate_required	G_DATA_CONSISTENCY / G_MAP_RUNTIME / G_COMBAT_RUNTIME / G_INPUT_RUNTIME / G_LOW_MOBILE_PERF / G_NETWORK / G_NEW_PLAYER_COMPREHENSION / G_ASSET_RIGHTS / G_REGION_COMPLIANCE / G_ECONOMY_EXPLOIT / G_FINAL_STORM / G_REPLAY_HASH / G_ACCOUNT_MERGE / G_TRANSACTION_INTEGRITY
live_monitor_only	G_CROSS_INPUT_FAIRNESS
release_candidate_requires_all_in_release_candidate_required	是
blocking_predevelopment	DESIGN_PASS_REQUIRED / SCHEMA_AND_ENUM_GENERATION / MAP_PHYSICAL_GEOMETRY_VALIDATION / ECONOMY_CONSERVATION / CONTENT_REFERENCE_CLOSURE
blocking_prerelease	L3_ENGINE_TEST / L4_REAL_DEVICE / EXTERNAL_ASSET_DELIVERY / SECURITY_REPLAY / PERFORMANCE_BUDGET
monitor_only_after_launch	LIVE_BALANCE / INPUT_FAIRNESS / RETENTION / SHOP_SELL_THROUGH / ABUSE_DETECTION
release_candidate_rule	ALL_BLOCKING_PRERELEASE_ITEMS_PASS; MONITOR_ONLY_ITEMS_DO_NOT_BLOCK
gates[10].assertions.conservation	金币产生/转移/销毁三账本每tick守恒，全局差额==0
gates[10].assertions.distribution	18分钟标准局P10/P50/P90个人金币在[2200,4200]/[4800,7800]/[9500,15500]带内
gates[10].assertions.extreme_builds	B34利息流/B31+D15偷窃流/G5+D16铸币流/B33宝箱流四类极端构筑单独模拟，无指数增长
gates[10].assertions.shop_sellout	六商店全售罄情形下无死锁、无负库存、无重复扣款
gates[15].id	G_NO_EMPTY_CELLS
gates[15].level	P0
gates[15].status	TOOL_PASS
gates[15].pass	document_empty_cell_count==0
gates[16].id	G_PROJECTION_DRIFT
gates[16].level	P0
gates[16].status	TOOL_PASS
gates[16].pass	prose_vs_payload_drift_count==0
gates[17].id	G_CONCEPT_ASSET_MANIFEST
gates[17].level	EXTERNAL
gates[17].status	BLOCKING_PRERELEASE_EXTERNAL
gates[17].pass	all_38_concepts_have_sha256_and_rights_cleared
gates[18].id	G_LOW_FLASH_ALTERNATES
gates[18].level	L3
gates[18].status	BLOCKING_PRERELEASE_ENGINE
gates[18].pass	every_strong_flash_telegraph_has_lowflash_variant
gate_evidence.binding	每个门槛必须绑定evidence_id + checker_version + result_hash；状态只能由构建器写入，手工编辑状态即构建失败
gate_evidence.pending_value	未运行的检查器统一记TOOL_PENDING；不允许手写PASS
gates[0].evidence_id	CCK_V4_2_RUN_20260721
gates[0].checker_version	CCK_V4_2
gates[0].result_hash	见交付包v4_final_check_report.json（哈希在报告尾部）
gates[10].evidence_id	PENDING_BUILD
gates[10].checker_version	PENDING_BUILD
gates[10].result_hash	PENDING_BUILD
gates[11].evidence_id	PENDING_BUILD
gates[11].checker_version	PENDING_BUILD
gates[11].result_hash	PENDING_BUILD
gates[12].evidence_id	PENDING_BUILD
gates[12].checker_version	PENDING_BUILD
gates[12].result_hash	PENDING_BUILD
gates[13].evidence_id	PENDING_BUILD
gates[13].checker_version	PENDING_BUILD
gates[13].result_hash	PENDING_BUILD
gates[14].evidence_id	PENDING_BUILD
gates[14].checker_version	PENDING_BUILD
gates[14].result_hash	PENDING_BUILD
gates[15].evidence_id	CCK_V4_2_RUN_20260721
gates[15].checker_version	CCK_V4_2
gates[15].result_hash	同gates[0]报告：no_empty_cells断言
gates[16].evidence_id	CCK_V4_2_RUN_20260721
gates[16].checker_version	CCK_V4_2
gates[16].result_hash	同gates[0]报告：projection_drift断言
gates[17].evidence_id	PENDING_BUILD
gates[17].checker_version	PENDING_BUILD
gates[17].result_hash	PENDING_BUILD
gates[18].evidence_id	PENDING_BUILD
gates[18].checker_version	PENDING_BUILD
gates[18].result_hash	PENDING_BUILD
gates[1].evidence_id	PENDING_BUILD
gates[1].checker_version	PENDING_BUILD
gates[1].result_hash	PENDING_BUILD
gates[2].evidence_id	PENDING_BUILD
gates[2].checker_version	PENDING_BUILD
gates[2].result_hash	PENDING_BUILD
gates[3].evidence_id	PENDING_BUILD
gates[3].checker_version	PENDING_BUILD
gates[3].result_hash	PENDING_BUILD
gates[4].evidence_id	PENDING_BUILD
gates[4].checker_version	PENDING_BUILD
gates[4].result_hash	PENDING_BUILD
gates[5].evidence_id	PENDING_BUILD
gates[5].checker_version	PENDING_BUILD
gates[5].result_hash	PENDING_BUILD
gates[6].evidence_id	PENDING_BUILD
gates[6].checker_version	PENDING_BUILD
gates[6].result_hash	PENDING_BUILD
gates[7].evidence_id	PENDING_BUILD
gates[7].checker_version	PENDING_BUILD
gates[7].result_hash	PENDING_BUILD
gates[8].evidence_id	PENDING_BUILD
gates[8].checker_version	PENDING_BUILD
gates[8].result_hash	PENDING_BUILD
gates[9].evidence_id	PENDING_BUILD
gates[9].checker_version	PENDING_BUILD
gates[9].result_hash	PENDING_BUILD
