工程字段	唯一值 / 执行语义
core_boss.forced_final_migration.preserve	CURRENT_HP_INTEGER / MAX_HP_SNAPSHOT / REMAINING_DEBUFF_TIMERS / REMAINING_ABILITY_COOLDOWNS / VARIANT
core_boss.forced_final_migration.does_not_drop	是
core_boss.forced_final_migration.storm_during_transit	NOT_A_BODY; NOT_TARGETED
core_boss.random_targeting.candidate_order	THREAT_DESC_THEN_ENTITY_ID_ASC
core_boss.random_targeting.random_candidate_draw	UNIFORM_INDEX_USING_BOSS_STREAM_AFTER_CANDIDATE_LIST_COMMIT
core_boss.random_targeting.cast_position_snapshot	TARGET_CAPSULE_CENTER_AT_CAST_COMMIT
core_boss.random_targeting.target_invalid_before_commit	NO_CAST_NO_COOLDOWN_NO_RNG_DRAW
core_boss.random_targeting.target_invalid_after_commit	EFFECT_CONTINUES_AT_SNAPSHOT_POSITION
core_boss.final_respawn_due_window	DUE_TICK_LT_1140_RESPAWNS_FINAL; DUE_TICK_GTE_1140_NO_RESPAWN
core_boss.death_cutoff_window	DEATH_TICK_LT_840_STARTS_300S_TIMER; DUE_TICK_LT_1140_RESPAWNS_FINAL; OTHERWISE_NO_TIMER_OR_RESPAWN
core_boss.death_starts_respawn_timer_only_if_death_tick_lt_s	840
gold_dragon.effect	REDUCE_TARGET_PERCENT_REDUCTION_BY_10_PERCENTAGE_POINTS_MIN_0
core_dust.outside_cannot_see_or_lock_inside	是
core_dust.inside_to_inside_uses_normal_wall_vision	是
core_dust.public_boss_hp_remains	是
pig_element_distribution	FISHER_YATES_FIVE_ELEMENTS_WITH_MONSTER_RNG; FIRST_THREE_GET_TWO_TOKENS_EACH; LAST_TWO_GET_ONE_EACH
leader_fields.field_count	4
leader_fields.initial_roles	TANK / TANK / DAMAGE / DAMAGE
leader_fields.assignment	SHUFFLE_FIELDS_ONCE_AT_MATCH_CREATION
leader_fields.role_locked_for_match	是
leader_fields.respawn_s	180
leader_fields.visual.draw_at	EACH_SPAWN_COMMIT
leader_fields.visual.pool	MONSTER_VISUAL_REGISTRY_ROWS_WITH_MECHANICAL_TIER_MATCHING_ASSIGNED_ROLE
leader_fields.visual.method	UNIFORM_USING_MONSTER_STREAM_SORTED_BY_ASSET_ID
leader_fields.visual.mechanical_role_never_changes	是
leader_fields.element	NONE
first_ability_delay_s.leader_uniform	1.5 / 2.5
first_ability_delay_s.dragon_uniform	2 / 3
first_ability_delay_s.core_ring	5
first_ability_delay_s.core_signature	10
ability_ready_priority	SIGNATURE / MOBILITY / COMMON_AOE
ready_but_not_cast_gets_next_priority	是
same_group_impact_gap_s	0.15
pig.active_count	8
pig.nest_count	12
pig.first_spawn_s	0
pig.respawn_s	120
pig.element_multiset	2_2_2_1_1; SHUFFLE_FIVE_ELEMENTS; TOKEN_RETAINS_ELEMENT_ACROSS_NEST_MOVE
pig.nest_assignment	8_DISTINCT_NESTS_UNIFORM_WITHOUT_REPLACEMENT
pig.on_death	TOKEN_TIMER_THEN_UNIFORM_INACTIVE_LEGAL_NEST; OLD_NEST_BECOMES_INACTIVE
pig.no_immediate_same_nest	是
pig.escape	ON_FIRST_DAMAGE_RUN_ALONG_AUTHORED_ESCAPE_PATH_TO_NEST_END_THEN_TURN_AND_FIGHT
pig.proactive_aggro	是
pig.element_multiset_algorithm	SORT_ELEMENTS_BY_ENUM; FISHER_YATES_MONSTER_RNG; FIRST_THREE_COUNT2_LAST_TWO_COUNT1; ASSIGN_TOKENS_BY_TOKEN_ID_ASC; TOKEN_RETAINS_ELEMENT_ACROSS_NEST_MOVE
pig.respawn_no_legal_nest	RETRY_USING_GLOBAL_RESPAWN_QUERY; IF_ALL_12_NESTS_PERMANENTLY_STORM_COVERED_CANCEL_TOKEN_FOR_MATCH
dragon.active_count	2
dragon.arena_count	5
dragon.window_start_s	300
dragon.respawn_s	240
dragon.active_arenas_distinct	是
dragon.on_death_arena	UNIFORM_INACTIVE_ARENA; NEVER_SAME_AS_PREVIOUS
dragon.element	INDEPENDENT_UNIFORM_FIVE_ELEMENTS_ON_EACH_SPAWN; REPEAT_ALLOWED
dragon.alive_at_900	REMAIN_KILLABLE_UNTIL_ARENA_FULLY_STORM_COVERED_THEN_5S_NONINTERACTIVE_NO_DROP_EXIT
dragon.death_starts_timer_only_if_death_s_lt	660
dragon.respawn_commit_requires_due_s_lt	900
dragon.pending_due_at_or_after_900	CANCEL_WITHOUT_RNG_DRAW
dragon.spawn_commit_requires_legal_inactive_arena_not_fully_storm_covered	是
dragon.respawn_timer_rule	START_240S_TIMER_IFF_DEATH_TICK_LT_660_SO_DUE_TICK_IS_STRICTLY_LT_900
spawn_protection.duration_s	1
spawn_protection.untargetable	是
spawn_protection.cannot_attack	是
spawn_protection.vfx_required	是
storm_coverage_lifecycle.ordinary_flying_leader_pig	FULL_BODY_OUTSIDE_SAFE_CIRCLE_CONTINUOUS_60S_THEN_NONINTERACTIVE_EXIT_NO_DROP_NO_CREDIT
storm_coverage_lifecycle.reentry_before_60s	RESET_TIMER_TO_ZERO
storm_coverage_lifecycle.dragon_override	ARENA_FULLY_COVERED_THEN_5S_NONINTERACTIVE_EXIT_NO_DROP_NO_CREDIT
storm_coverage_lifecycle.core_override	USE_CORE_BOSS_FINAL_MIGRATION_CONTRACT
storm_coverage_lifecycle.normal_storm_never_directly_damages_monsters	是
storm_coverage_lifecycle.no_cross_region_migration_for_ordinary_monsters	是
collision_and_projectile.ranged_basic_projectile_radius_m	0.2
collision_and_projectile.continuous_sweep_each_server_tick	是
collision_and_projectile.melee_range_metric	HORIZONTAL_CAPSULE_SURFACE_GAP
collision_and_projectile.aoe_geometry	§5战斗规则
stage_multiplier.time_map[0]	[0,300)S_INDEX_0
stage_multiplier.time_map[1]	[300,600)S_INDEX_1
stage_multiplier.time_map[2]	[600,900)S_INDEX_2
stage_multiplier.time_map[3]	[900,MATCH_END)S_INDEX_3
stage_multiplier.snapshot	READ_CURRENT_MATCH_TIME_AT_DAMAGE_OR_MAX_HP_RECALC_EVENT
PIG_METAL.basic_attack_enabled	否
PIG_METAL.charge_damage_authority	PIG_CHARGE.damage=80
PIG_WOOD.basic_attack_enabled	否
PIG_WOOD.charge_damage_authority	PIG_CHARGE.damage=80
PIG_WATER.basic_attack_enabled	否
PIG_WATER.charge_damage_authority	PIG_CHARGE.damage=80
PIG_FIRE.basic_attack_enabled	否
PIG_FIRE.charge_damage_authority	PIG_CHARGE.damage=80
PIG_EARTH.basic_attack_enabled	否
PIG_EARTH.charge_damage_authority	PIG_CHARGE.damage=80
phase_transition.max_hp_rebase	阶段切换tick重算最大生命=基础HP×新阶段倍率；当前生命按切换前百分比等比重设，FLOOR落地，至少1
phase_transition.dead_entity_spawn	已死亡实体重生时按重生提交tick所处阶段生成
phase_transition.mid_combat_allowed	是；战斗中同样在整分钟tick执行，不延迟
skill_fixed_damage_phase_scaling	怪物技能固定伤害×该原型攻击阶段倍率（11.2攻击阶段倍率列）；Q4乘法后FLOOR
skill_cd_phase_multiplier.LEADER	1 / 1 / 0.95 / 0.90
skill_cd_phase_multiplier.DRAGON_MINIBOSS	1 / 1 / 0.90 / 0.85
skill_cd_phase_multiplier.CORE_BOSS	1 / 1 / 0.90 / 0.85
skill_cd_phase_multiplier.applies_at	施放完成进入CD的tick按当时阶段倍率一次性折算；已在走的CD不回溯
