active_id	runtime_payload_json
H011	"{""effect_type"":{""type"":""ENUM"",""value"":""DASH_STOP_FIRST""},""targeting"":{""type"":""ENUM"",""value"":""DIRECTION""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":25,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""LINE""},""radius_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":3,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":0,""unit"":""s""},""distance_m"":{""type"":""INT64"",""value"":25,""unit"":""m""},""damage"":{""type"":""FORMULA"",""src"":""fixed=100"",""ast"":{""q4"":1000000}},""attack_coef"":{""type"":""Q4"",""value_scaled_1e4"":5000,""human"":""0.5"",""unit"":""ratio""},""stun_s"":{""type"":""Q4"",""value_scaled_1e4"":8000,""human"":""0.8"",""unit"":""s""},""interruptible_by_hard_control"":{""type"":""BOOL"",""value"":true},""damage_form"":{""type"":""ENUM"",""value"":""SKILL""},""source_faction"":{""type"":""ENUM"",""value"":""PLAYER_OWNED""},""element_rule"":{""type"":""ENUM"",""value"":""OWNER_ELEMENT_IF_TARGET_HAS_ELEMENT""},""hit_kind"":{""type"":""ENUM"",""value"":""ABILITY""},""owner_credit"":{""type"":""ENUM"",""value"":""CASTER""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""e8e686fd8b2f035bee08b2f4f6d63d18bb40bbde501cfc9803ea3e9b0c71d176""}}"
H012	"{""effect_type"":{""type"":""ENUM"",""value"":""SPAWN_DECOYS""},""targeting"":{""type"":""ENUM"",""value"":""SELF""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""NONE""},""radius_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":8,""unit"":""s""},""count"":{""type"":""INT64"",""value"":2,""unit"":""scalar""},""hp_inherit_percent"":{""type"":""INT64"",""value"":30,""unit"":""pct""},""move_speed_inherit_percent"":{""type"":""INT64"",""value"":30,""unit"":""pct""},""attack"":{""type"":""INT64"",""value"":0,""unit"":""scalar""},""unit_collision"":{""type"":""BOOL"",""value"":false},""copy_owner_visual_and_hp_percent"":{""type"":""BOOL"",""value"":true},""decoy_max_hp"":{""type"":""FORMULA"",""src"":""FLOOR(OWNER_CURRENT_MAX_HP*0.3)"",""ast"":{""op"":""FLOOR"",""args"":[{""op"":""MUL"",""args"":[{""var"":""OWNER_CURRENT_MAX_HP""},{""q4"":3000}]}]}},""decoy_current_hp"":{""type"":""FORMULA"",""src"":""FLOOR(DECOY_MAX_HP*OWNER_CURRENT_HP/OWNER_CURRENT_MAX_HP)"",""ast"":{""op"":""FLOOR"",""args"":[{""op"":""DIV_FLOOR"",""args"":[{""op"":""MUL"",""args"":[{""var"":""DECOY_MAX_HP""},{""var"":""OWNER_CURRENT_HP""}]},{""var"":""OWNER_CURRENT_MAX_HP""}]}]}},""decoy_death_credit"":{""type"":""ENUM"",""value"":""NONE""},""decoy_gold_xp_drop"":{""type"":""ENUM"",""value"":""NONE""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""c16e3ff15a26d88860c4900e7b5048bd5c95f33b3168540382a51eac9b04c214""}}"
H013	"{""effect_type"":{""type"":""ENUM"",""value"":""TARGET_BEHIND_BLINK_AND_ARM_CRIT""},""targeting"":{""type"":""ENUM"",""value"":""VISIBLE_ENEMY""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":40,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""NONE""},""radius_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":0,""unit"":""s""},""behind_offset_m"":{""type"":""Q4"",""value_scaled_1e4"":15000,""human"":""1.5"",""unit"":""m""},""arm_next_basic_crit"":{""type"":""BOOL"",""value"":true},""candidate_directions"":{""type"":""ENUM"",""value"":""REAR_THEN_CLOCKWISE_45_DEG_EIGHT_POINTS""},""candidate_radius_m"":{""type"":""Q4"",""value_scaled_1e4"":15000,""human"":""1.5"",""unit"":""m""},""candidate_query"":{""type"":""ENUM"",""value"":""PLAYER_CAPSULE_SWEEP_AND_DESTINATION_LEGALITY""},""no_candidate"":{""type"":""ENUM"",""value"":""FAIL_NO_COOLDOWN""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""ba4291838d09ed0f567673add44df57330fbbcc39960ee3f33ea6b5ecb9224db""}}"
H014	"{""effect_type"":{""type"":""ENUM"",""value"":""BLINK_LEAVE_DELAYED_DECOY""},""targeting"":{""type"":""ENUM"",""value"":""DIRECTION""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":15,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""POINT""},""radius_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":1,""unit"":""s""},""distance_m"":{""type"":""INT64"",""value"":15,""unit"":""m""},""delay_s"":{""type"":""INT64"",""value"":1,""unit"":""s""},""damage"":{""type"":""FORMULA"",""src"":""fixed=120"",""ast"":{""q4"":1200000}},""attack_coef"":{""type"":""Q4"",""value_scaled_1e4"":5000,""human"":""0.5"",""unit"":""ratio""},""blink_uses_capsule_sweep"":{""type"":""BOOL"",""value"":true},""damage_form"":{""type"":""ENUM"",""value"":""SKILL""},""source_faction"":{""type"":""ENUM"",""value"":""PLAYER_OWNED""},""element_rule"":{""type"":""ENUM"",""value"":""OWNER_ELEMENT_IF_TARGET_HAS_ELEMENT""},""hit_kind"":{""type"":""ENUM"",""value"":""ABILITY""},""owner_credit"":{""type"":""ENUM"",""value"":""CASTER""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""1a935165279092479a3b7341d316040932eadea4722e1105384a9325f028d1dd""}}"
H015	"{""effect_type"":{""type"":""ENUM"",""value"":""CONE_DAMAGE_SLOW""},""targeting"":{""type"":""ENUM"",""value"":""DIRECTION""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":8,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""CONE""},""radius_m"":{""type"":""INT64"",""value"":8,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":2,""unit"":""s""},""angle_deg"":{""type"":""INT64"",""value"":60,""unit"":""deg""},""damage"":{""type"":""FORMULA"",""src"":""fixed=160"",""ast"":{""q4"":1600000}},""attack_coef"":{""type"":""Q4"",""value_scaled_1e4"":7000,""human"":""0.7"",""unit"":""ratio""},""slow_percent"":{""type"":""INT64"",""value"":30,""unit"":""pct""},""slow_s"":{""type"":""INT64"",""value"":2,""unit"":""s""},""damage_form"":{""type"":""ENUM"",""value"":""SKILL""},""source_faction"":{""type"":""ENUM"",""value"":""PLAYER_OWNED""},""element_rule"":{""type"":""ENUM"",""value"":""OWNER_ELEMENT_IF_TARGET_HAS_ELEMENT""},""hit_kind"":{""type"":""ENUM"",""value"":""ABILITY""},""owner_credit"":{""type"":""ENUM"",""value"":""CASTER""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""6148e591c50675095cf9e529958eecae05ed4ba4bcab8a8152a4c81d9e005e6e""}}"
H016	"{""effect_type"":{""type"":""ENUM"",""value"":""PIERCING_DASH""},""targeting"":{""type"":""ENUM"",""value"":""DIRECTION""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":25,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""LINE""},""radius_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":3,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":0,""unit"":""s""},""distance_m"":{""type"":""INT64"",""value"":25,""unit"":""m""},""damage"":{""type"":""FORMULA"",""src"":""fixed=100"",""ast"":{""q4"":1000000}},""attack_coef"":{""type"":""Q4"",""value_scaled_1e4"":5000,""human"":""0.5"",""unit"":""ratio""},""knockback_m"":{""type"":""INT64"",""value"":2,""unit"":""m""},""hit_each_target_once"":{""type"":""BOOL"",""value"":true},""damage_form"":{""type"":""ENUM"",""value"":""SKILL""},""source_faction"":{""type"":""ENUM"",""value"":""PLAYER_OWNED""},""element_rule"":{""type"":""ENUM"",""value"":""OWNER_ELEMENT_IF_TARGET_HAS_ELEMENT""},""hit_kind"":{""type"":""ENUM"",""value"":""ABILITY""},""owner_credit"":{""type"":""ENUM"",""value"":""CASTER""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""a45d0cf6bcf9e591be3d5112cee0a03969fa1547b3b5d43aff15bfdbf4457f61""}}"
H017	"{""effect_type"":{""type"":""ENUM"",""value"":""RADIAL_DAMAGE_KNOCK_TO_EDGE""},""targeting"":{""type"":""ENUM"",""value"":""SELF""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""CIRCLE""},""radius_m"":{""type"":""INT64"",""value"":12,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":0,""unit"":""s""},""damage"":{""type"":""FORMULA"",""src"":""fixed=150"",""ast"":{""q4"":1500000}},""attack_coef"":{""type"":""Q4"",""value_scaled_1e4"":7000,""human"":""0.7"",""unit"":""ratio""},""stun_s"":{""type"":""INT64"",""value"":1,""unit"":""s""},""blocked_knock_still_stuns"":{""type"":""BOOL"",""value"":true},""damage_form"":{""type"":""ENUM"",""value"":""SKILL""},""source_faction"":{""type"":""ENUM"",""value"":""PLAYER_OWNED""},""element_rule"":{""type"":""ENUM"",""value"":""OWNER_ELEMENT_IF_TARGET_HAS_ELEMENT""},""hit_kind"":{""type"":""ENUM"",""value"":""ABILITY""},""owner_credit"":{""type"":""ENUM"",""value"":""CASTER""},""knock_direction"":{""type"":""ENUM"",""value"":""CASTER_TO_TARGET_RADIAL""},""knock_destination"":{""type"":""ENUM"",""value"":""SKILL_EDGE_OR_LAST_LEGAL_SWEEP_POINT""},""actor_collision"":{""type"":""ENUM"",""value"":""STOP_LAST_LEGAL_POINT""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""be34fa50d9203f6a5b908d1076022730f32eff122f9019da0ffe7f810fc730bb""}}"
H018	"{""effect_type"":{""type"":""ENUM"",""value"":""MOBILE_CHANNEL_AOE""},""targeting"":{""type"":""ENUM"",""value"":""SELF""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""CIRCLE""},""radius_m"":{""type"":""INT64"",""value"":8,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":3,""unit"":""s""},""tick_s"":{""type"":""INT64"",""value"":1,""unit"":""s""},""damage_per_tick"":{""type"":""FORMULA"",""src"":""fixed=100"",""ast"":{""q4"":1000000}},""attack_coef"":{""type"":""Q4"",""value_scaled_1e4"":5000,""human"":""0.5"",""unit"":""ratio""},""self_move_multiplier"":{""type"":""Q4"",""value_scaled_1e4"":5000,""human"":""0.5"",""unit"":""ratio""},""hard_control_interrupts"":{""type"":""BOOL"",""value"":true},""damage_form"":{""type"":""ENUM"",""value"":""SKILL""},""source_faction"":{""type"":""ENUM"",""value"":""PLAYER_OWNED""},""element_rule"":{""type"":""ENUM"",""value"":""OWNER_ELEMENT_IF_TARGET_HAS_ELEMENT""},""hit_kind"":{""type"":""ENUM"",""value"":""PERIODIC""},""owner_credit"":{""type"":""ENUM"",""value"":""CASTER""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""1db016ef2e6846b760cb2b7004c460f37ac5276c6aa7e49707260b94a95a1ee7""}}"
H019	"{""effect_type"":{""type"":""ENUM"",""value"":""DELAYED_SILENCE_ZONE""},""targeting"":{""type"":""ENUM"",""value"":""GROUND_POINT""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":25,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""CIRCLE""},""radius_m"":{""type"":""INT64"",""value"":10,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":3,""unit"":""s""},""telegraph_s"":{""type"":""Q4"",""value_scaled_1e4"":4000,""human"":""0.4"",""unit"":""s""},""silence_s"":{""type"":""INT64"",""value"":3,""unit"":""s""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""001e3aa1a02203854c11f4ba1f4f5634bdb825bd56816a96cdcc5e24fc990127""}}"
H020	"{""effect_type"":{""type"":""ENUM"",""value"":""SPAWN_SUMMON""},""targeting"":{""type"":""ENUM"",""value"":""SELF_FORWARD""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":3,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""POINT""},""radius_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":20,""unit"":""s""},""archetype"":{""type"":""ENUM"",""value"":""STONE_ARHAT""},""count"":{""type"":""INT64"",""value"":1,""unit"":""scalar""},""hp"":{""type"":""INT64"",""value"":500,""unit"":""hp""},""attack"":{""type"":""INT64"",""value"":30,""unit"":""scalar""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""3ef5fa101ae02dae46779333902e621a6aa846c785a9c37d698827bd1d60ee0f""}}"
H021	"{""effect_type"":{""type"":""ENUM"",""value"":""CHARGED_RADIAL_PULL""},""targeting"":{""type"":""ENUM"",""value"":""SELF""},""cast_type"":{""type"":""ENUM"",""value"":""CHANNEL""},""range_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""CIRCLE""},""radius_m"":{""type"":""INT64"",""value"":15,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":0,""unit"":""s""},""charge_s"":{""type"":""INT64"",""value"":1,""unit"":""s""},""max_targets"":{""type"":""INT64"",""value"":8,""unit"":""scalar""},""damage"":{""type"":""FORMULA"",""src"":""fixed=120"",""ast"":{""q4"":1200000}},""attack_coef"":{""type"":""Q4"",""value_scaled_1e4"":6000,""human"":""0.6"",""unit"":""ratio""},""landing_ring_m"":{""type"":""INT64"",""value"":2,""unit"":""m""},""wall_blocks"":{""type"":""BOOL"",""value"":true},""immune_tiers"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""CORE_BOSS"",""DRAGON"",""LEADER""]},""damage_form"":{""type"":""ENUM"",""value"":""SKILL""},""source_faction"":{""type"":""ENUM"",""value"":""PLAYER_OWNED""},""element_rule"":{""type"":""ENUM"",""value"":""OWNER_ELEMENT_IF_TARGET_HAS_ELEMENT""},""hit_kind"":{""type"":""ENUM"",""value"":""ABILITY""},""owner_credit"":{""type"":""ENUM"",""value"":""CASTER""},""max_target_selection_order"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""DISTANCE_MM_ASC"",""ENTITY_ID_ASC"",""THREAT_DESC""]},""landing_slot_layout"":{""type"":""ENUM"",""value"":""EIGHT_DISTINCT_RING_SLOTS_AROUND_CASTER""},""landing_slot_order"":{""type"":""ENUM"",""value"":""CLOCKWISE_FROM_CASTER_FORWARD""},""occupied_slot"":{""type"":""ENUM"",""value"":""NEXT_LEGAL_SLOT_ELSE_LAST_LEGAL_SWEEP_POINT""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""c4ca1d1fcd5d2cfb362d63ef63c1ab307025d7d9971e0439f8af7c9a22750259""}}"
H022	"{""effect_type"":{""type"":""ENUM"",""value"":""SPEND_GOLD_TRUE_DAMAGE""},""targeting"":{""type"":""ENUM"",""value"":""VISIBLE_ENEMY""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":20,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""NONE""},""radius_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":0,""unit"":""s""},""minimum_balance_to_cast"":{""type"":""INT64"",""value"":500,""unit"":""scalar""},""cost"":{""type"":""FORMULA"",""src"":""FLOOR(CLAMP(CURRENT_GOLD*0.20,500,5000))"",""ast"":{""op"":""FLOOR"",""args"":[{""op"":""CLAMP"",""args"":[{""op"":""MUL"",""args"":[{""var"":""CURRENT_GOLD""},{""q4"":2000}]},{""q4"":5000000},{""q4"":50000000}]}]}},""damage"":{""type"":""FORMULA"",""src"":""FLOOR(COST*0.10)"",""ast"":{""op"":""FLOOR"",""args"":[{""op"":""MUL"",""args"":[{""var"":""COST""},{""q4"":1000}]}]}},""shieldable"":{""type"":""BOOL"",""value"":true},""atomic_deduct_and_cast"":{""type"":""BOOL"",""value"":true},""damage_form"":{""type"":""ENUM"",""value"":""TRUE""},""source_faction"":{""type"":""ENUM"",""value"":""PLAYER_OWNED""},""element_rule"":{""type"":""ENUM"",""value"":""NONE""},""hit_kind"":{""type"":""ENUM"",""value"":""ABILITY""},""owner_credit"":{""type"":""ENUM"",""value"":""CASTER""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""374524b25c4262e8807976531b8486296bcc8fe315c2681fa0f06dd3d5fa0678""}}"
H023	"{""effect_type"":{""type"":""ENUM"",""value"":""TARGET_DOT_REVEAL""},""targeting"":{""type"":""ENUM"",""value"":""VISIBLE_ENEMY""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":30,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""NONE""},""radius_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":8,""unit"":""s""},""tick_s"":{""type"":""INT64"",""value"":2,""unit"":""s""},""damage_per_tick"":{""type"":""INT64"",""value"":40,""unit"":""hp""},""reveal"":{""type"":""ENUM"",""value"":""EXACT_WORLD_AND_MINIMAP""},""clear_on_caster_true_death"":{""type"":""BOOL"",""value"":true},""damage_form"":{""type"":""ENUM"",""value"":""DOT""},""source_faction"":{""type"":""ENUM"",""value"":""PLAYER_OWNED""},""element_rule"":{""type"":""ENUM"",""value"":""OWNER_ELEMENT_IF_TARGET_HAS_ELEMENT""},""hit_kind"":{""type"":""ENUM"",""value"":""PERIODIC""},""owner_credit"":{""type"":""ENUM"",""value"":""CASTER""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""d7ddb76d249cd9af0c7379a15a6b8ba0bc148d006d61edb831fdb9996fb7a269""}}"
H024	"{""effect_type"":{""type"":""ENUM"",""value"":""GLOBAL_LINE_PROJECTILE""},""targeting"":{""type"":""ENUM"",""value"":""DIRECTION""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":1040,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""LINE""},""radius_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""width_m"":{""type"":""Q4"",""value_scaled_1e4"":15000,""human"":""1.5"",""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":0,""unit"":""s""},""projectile_speed_mps"":{""type"":""INT64"",""value"":45,""unit"":""m/s""},""max_lifetime_s"":{""type"":""INT64"",""value"":24,""unit"":""s""},""damage"":{""type"":""FORMULA"",""src"":""fixed=150"",""ast"":{""q4"":1500000}},""attack_coef"":{""type"":""INT64"",""value"":1,""unit"":""ratio""},""distance_bonus_percent_per_10m"":{""type"":""INT64"",""value"":5,""unit"":""scalar""},""distance_bonus_cap_percent"":{""type"":""INT64"",""value"":50,""unit"":""pct""},""blocked_by"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""FROZEN_RIVER"",""STATIC_SOLID"",""WIND_WALL""]},""damage_form"":{""type"":""ENUM"",""value"":""SKILL""},""source_faction"":{""type"":""ENUM"",""value"":""PLAYER_OWNED""},""element_rule"":{""type"":""ENUM"",""value"":""OWNER_ELEMENT_IF_TARGET_HAS_ELEMENT""},""hit_kind"":{""type"":""ENUM"",""value"":""ABILITY""},""owner_credit"":{""type"":""ENUM"",""value"":""CASTER""},""distance_bonus_origin"":{""type"":""ENUM"",""value"":""PROJECTILE_RELEASE_POSITION""},""distance_bonus_measure"":{""type"":""ENUM"",""value"":""ACCUMULATED_PROJECTILE_TRAVEL_DISTANCE_TO_HIT_POINT""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""b6e8349f41406b4806a3382a43db3a036a01568affe507ef29ac187c3b6e3b3a""}}"
H025	"{""effect_type"":{""type"":""ENUM"",""value"":""BASIC_LIFESTEAL_AND_DAMAGE_AURA""},""targeting"":{""type"":""ENUM"",""value"":""SELF""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""CIRCLE""},""radius_m"":{""type"":""INT64"",""value"":5,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":6,""unit"":""s""},""basic_lifesteal_add_percent"":{""type"":""INT64"",""value"":50,""unit"":""pct""},""tick_s"":{""type"":""INT64"",""value"":1,""unit"":""s""},""damage_per_tick"":{""type"":""INT64"",""value"":30,""unit"":""hp""},""aura_heal_equals_actual_hp_damage"":{""type"":""BOOL"",""value"":true},""shield_damage_does_not_heal"":{""type"":""BOOL"",""value"":true},""damage_form"":{""type"":""ENUM"",""value"":""DOT""},""source_faction"":{""type"":""ENUM"",""value"":""PLAYER_OWNED""},""element_rule"":{""type"":""ENUM"",""value"":""OWNER_ELEMENT_IF_TARGET_HAS_ELEMENT""},""hit_kind"":{""type"":""ENUM"",""value"":""PERIODIC""},""owner_credit"":{""type"":""ENUM"",""value"":""CASTER""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""6de2ef3eb1470eb88d6b43cee3534ea736ff892307bea08d0fe4b8bf532ed2a4""}}"
H026	"{""effect_type"":{""type"":""ENUM"",""value"":""TARGET_DAMAGE_HARD_CONTROL""},""targeting"":{""type"":""ENUM"",""value"":""VISIBLE_ENEMY""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":20,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""NONE""},""radius_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":2,""unit"":""s""},""damage"":{""type"":""FORMULA"",""src"":""fixed=60"",""ast"":{""q4"":600000}},""attack_coef"":{""type"":""Q4"",""value_scaled_1e4"":3000,""human"":""0.3"",""unit"":""ratio""},""damage_form"":{""type"":""ENUM"",""value"":""SKILL""},""source_faction"":{""type"":""ENUM"",""value"":""PLAYER_OWNED""},""element_rule"":{""type"":""ENUM"",""value"":""OWNER_ELEMENT_IF_TARGET_HAS_ELEMENT""},""hit_kind"":{""type"":""ENUM"",""value"":""ABILITY""},""owner_credit"":{""type"":""ENUM"",""value"":""CASTER""},""control_type"":{""type"":""ENUM"",""value"":""STUN""},""control_duration_s"":{""type"":""INT64"",""value"":2,""unit"":""s""},""control_uses_normal_tenacity"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""f0c92433e85a3a6005408d01495a66dda79cff5e433cff251db255daa4cd0377""}}"
H027	"{""effect_type"":{""type"":""ENUM"",""value"":""VISIBLE_ANY_HERO_HEAL""},""targeting"":{""type"":""ENUM"",""value"":""VISIBLE_ANY_HERO_OR_SELF""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":50,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""NONE""},""radius_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":0,""unit"":""s""},""heal"":{""type"":""INT64"",""value"":220,""unit"":""hp""},""faction_filter"":{""type"":""ENUM"",""value"":""ANY_HERO_INCLUDING_ENEMY_OR_SELF""},""quick_cast_no_target"":{""type"":""ENUM"",""value"":""SELF""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""f96261152703b2d7c4574159339d4ec33a69de0e6cc9a15af57326be4ebd2e1a""}}"
H028	"{""effect_type"":{""type"":""ENUM"",""value"":""TARGET_DAMAGE_AMP_MARK""},""targeting"":{""type"":""ENUM"",""value"":""VISIBLE_ENEMY""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":30,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""NONE""},""radius_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":8,""unit"":""s""},""caster_damage_multiplier"":{""type"":""Q4"",""value_scaled_1e4"":13000,""human"":""1.3"",""unit"":""ratio""},""on_credited_true_death_transfer"":{""type"":""ENUM"",""value"":""NEAREST_VISIBLE_ENEMY_WITHIN_20M""},""transfer_refresh_s"":{""type"":""INT64"",""value"":8,""unit"":""s""},""no_legal_transfer"":{""type"":""ENUM"",""value"":""END""},""transfer_distance_metric"":{""type"":""ENUM"",""value"":""DIRECT_WORLD_DISTANCE_MM""},""equal_distance_tie_break"":{""type"":""ENUM"",""value"":""ENTITY_ID_ASC""},""caster_true_death"":{""type"":""ENUM"",""value"":""CLEAR_MARK""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""25a832ab6e263ed3a2a756c48c05aef92343a37c50c590e20013f08b75162884""}}"
