工程字段	唯一值 / 执行语义
endpoint_field_wire_types.expires_at	UTC_RFC3339_MILLISECONDS
endpoint_field_wire_types.export_job_id	LOWERCASE_RFC4122_UUID
endpoint_field_wire_types.field_results	MAP_MERGE_FIELD_ID_TO_MERGE_RESULT_ENUM
endpoint_field_wire_types.input_mode	UTF8_NFC_1_TO_128
endpoint_field_wire_types.last_received_server_tick	INT64
endpoint_field_wire_types.match_id	LOWERCASE_RFC4122_UUID
endpoint_field_wire_types.merge_receipt_id	LOWERCASE_RFC4122_UUID
endpoint_field_wire_types.merged_account_id	LOWERCASE_RFC4122_UUID
endpoint_field_wire_types.next_cursor	UTF8_NFC_1_TO_128
endpoint_field_wire_types.order_id	LOWERCASE_RFC4122_UUID
endpoint_field_wire_types.order_state	UTF8_NFC_1_TO_128
endpoint_field_wire_types.owned_cosmetic_ids	ARRAY_COSMETIC_ID
endpoint_field_wire_types.party_size	INT64
endpoint_field_wire_types.placement	INT64
endpoint_field_wire_types.platform	UTF8_NFC_1_TO_128
endpoint_field_wire_types.preview_token	OPAQUE_UTF8_NFC_MAX8192
endpoint_field_wire_types.profile	PRIVATE_PROFILE_OBJECT
endpoint_field_wire_types.provider	UTF8_NFC_1_TO_128
endpoint_field_wire_types.provider_event_id	LOWERCASE_RFC4122_UUID
endpoint_field_wire_types.provider_payload	PROVIDER_SPECIFIC_JSON_OBJECT_MAX16KB
endpoint_field_wire_types.provider_receipt	OPAQUE_UTF8_NFC_MAX8192
endpoint_field_wire_types.provider_signature	OPAQUE_UTF8_NFC_MAX8192
endpoint_field_wire_types.provider_token	OPAQUE_UTF8_NFC_MAX8192
endpoint_field_wire_types.public_profile	PUBLIC_PROFILE_OBJECT
endpoint_field_wire_types.quoted_price_minor	INT64
endpoint_field_wire_types.refund_state	UTF8_NFC_1_TO_128
endpoint_field_wire_types.region	UTF8_NFC_1_TO_128
endpoint_field_wire_types.remaining_match_likes	INT64
endpoint_field_wire_types.replay_hash	LOWERCASE_HEX_SHA256
endpoint_field_wire_types.replay_retention_extended	BOOLEAN
endpoint_field_wire_types.report_id	LOWERCASE_RFC4122_UUID
endpoint_field_wire_types.reports	ARRAY_BATTLE_REPORT_SUMMARY_MAX50
endpoint_field_wire_types.request_id	LOWERCASE_RFC4122_UUID
endpoint_field_wire_types.required_user_choices	ARRAY_MERGE_FIELD_ID_MAX32
endpoint_field_wire_types.resource_version	INT64
endpoint_field_wire_types.reward_claim_states	MAP_REWARD_ID_TO_CLAIM_STATE
endpoint_field_wire_types.rewards	MATCH_SETTLEMENT_REWARD_OBJECT
endpoint_field_wire_types.session_token	OPAQUE_UTF8_NFC_MAX8192
endpoint_field_wire_types.settings	SETTINGS_OBJECT_SETTINGS_SCHEMA_JSON
endpoint_field_wire_types.settlement_hash	LOWERCASE_HEX_SHA256
endpoint_field_wire_types.snapshot	AUTHORITATIVE_MATCH_SNAPSHOT_BINARY_BASE64_MAX4MB
endpoint_field_wire_types.source_account_id	LOWERCASE_RFC4122_UUID
endpoint_field_wire_types.state	UTF8_NFC_1_TO_128
endpoint_field_wire_types.target_account_id	LOWERCASE_RFC4122_UUID
endpoint_field_wire_types.target_participant_slot	INT64
endpoint_field_wire_types.ticket_id	LOWERCASE_RFC4122_UUID
session.access_token_ttl_s	1800
session.refresh_token_ttl_days	30
session.refresh_rotation	ONE_TIME_REFRESH_TOKEN; REUSE_REVOKES_TOKEN_FAMILY
session.logout	REVOKE_CURRENT_SESSION_AND_PUSH_DISCONNECT
session.logout_all	REVOKE_ACCOUNT_SESSION_EPOCH
session.max_concurrent_devices	3
session.fourth_device_login	REQUIRE_USER_CHOOSE_ONE_EXISTING_SESSION_TO_REVOKE
settlement.outbox	TRANSACTIONAL_OUTBOX_WITH_MATCH_SETTLEMENT_COMMIT
settlement.retry	EXPONENTIAL_BACKOFF_1S_TO_300S_UNTIL_ACK; IDEMPOTENT_BY_MATCH_ID_ACCOUNT_ID
server_crash.recovery	RESTORE_LAST_COMMITTED_SNAPSHOT_AND_REPLAY_APPEND_ONLY_EVENTS; ELSE_VOID_ABORT
idempotency.record_ttl_days	7
session.max_devices	3；第4设备登录返回现有会话列表（设备名/最近活跃/地区）
session.revoke_flow	用户明确选择撤销目标→被撤设备立即断线→新会话才签发；无自动踢除
session.revoke_race	同tick并发撤销按请求到达序原子处理；失败方收到SESSION_SLOT_TAKEN
